winner,pokemon1_p1,pokemon2_p1,pokemon3_p1,pokemon4_p1,pokemon5_p1,pokemon6_p1,pokemon1_p2,pokemon2_p2,pokemon3_p2,pokemon4_p2,pokemon5_p2,pokemon6_p2
2,Tornadus,Regidrago,Gholdengo,Farigiraf,Urshifu,Chi,Shiftry,Tornadus,Chien,Ogerpon,Flutter Mane,Chi
2,Iron Hands,Chien,Amoonguss,Pelipper,Gholdengo,Spectrier,Ogerpon,Chien,Farigiraf,Heatran,Urshifu,Ursaluna
2,Kommo,Ogerpon,Gholdengo,Urshifu,Chi,Flutter Mane,Milotic,Iron Hands,Flutter Mane,Heatran,Amoonguss,Kingambit
1,Clefairy,Chi,Okidogi,Iron Hands,Tornadus,Sneasler,Ogerpon,Rillaboom,Torkoal,Flutter Mane,Urshifu,Arcanine
1,Urshifu,Chien,Infernape,Kilowattrel,Baxcalibur,Flutter Mane,Annihilape,Maushold,Chien,Arcanine,Rillaboom,Politoed
1,Ogerpon,Urshifu,Tornadus,Landorus,Flutter Mane,Kingambit,Orthworm,Iron Valiant,Rillaboom,Tornadus,Landorus,Milotic
1,Yanmega,Chi,Flutter Mane,Iron Hands,Dondozo,Tatsugiri,Ogerpon,Flutter Mane,Chi,Landorus,Dragonite,Drifblim
1,Indeedee,Armarouge,Torkoal,Hatterene,Oranguru,Ursaluna,Sinistcha,Landorus,Iron Hands,Arcanine,Moltres,Cresselia
2,Scream Tail,Dragonite,Chien,Ogerpon,Sinistcha,Ursaluna,Ninetales,Flutter Mane,Roaring Moon,Sinistcha,Kingambit,Chien
2,Dragonite,Chien,Flutter Mane,Landorus,Iron Hands,Chi,Heatran,Flutter Mane,Amoonguss,Tornadus,Urshifu,Iron Hands
2,Ogerpon,Iron Hands,Sinistcha,Tornadus,Landorus,Flutter Mane,Dondozo,Tatsugiri,Flutter Mane,Ogerpon,Rillaboom,Glimmora
1,Kommo,Indeedee,Armarouge,Iron Hands,Landorus,Flutter Mane,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon
1,Heatran,Ogerpon,Indeedee,Flutter Mane,Landorus,Urshifu,Roaring Moon,Sinistcha,Arcanine,Gyarados,Gholdengo,Clefairy
1,Landorus,Volcarona,Roaring Moon,Iron Hands,Sinistcha,Empoleon,Moltres,Grimmsnarl,Gholdengo,Arcanine,Gliscor,Sinistcha
1,Iron Bundle,Ogerpon,Landorus,Kingambit,Farigiraf,Iron Hands,Dragonite,Chien,Chi,Ogerpon,Cresselia,Tornadus
1,Flutter Mane,Ogerpon,Arcanine,Iron Hands,Chien,Urshifu,Annihilape,Oranguru,Maushold,Ursaluna,Tornadus,Urshifu
2,Empoleon,Ogerpon,Zapdos,Iron Hands,Sinistcha,Arcanine,Landorus,Sinistcha,Iron Hands,Ursaluna,Heatran,Flutter Mane
1,Kommo,Flutter Mane,Armarouge,Sinistcha,Indeedee,Ogerpon,Ogerpon,Rillaboom,Flutter Mane,Urshifu,Landorus,Tornadus
2,Leafeon,Talonflame,Torkoal,Flutter Mane,Great Tusk,Ogerpon,Regidrago,Gholdengo,Tinkaton,Tornadus,Urshifu,Farigiraf
1,Sinistcha,Infernape,Ursaluna,Bruxish,Staraptor,Torkoal,Iron Hands,Ogerpon,Landorus,Heatran,Roaring Moon,Ninetales
2,Tornadus,Ogerpon,Landorus,Flutter Mane,Iron Hands,Chien,Gallade,Torkoal,Farigiraf,Kingambit,Iron Bundle,Ogerpon
2,Dragapult,Clefairy,Empoleon,Chien,Sinistcha,Arcanine,Regidrago,Gholdengo,Rillaboom,Tornadus,Urshifu,Mimikyu
2,Arcanine,Tornadus,Urshifu,Brambleghast,Chien,Okidogi,Lilligant,Torkoal,Armarouge,Indeedee,Hatterene,Ursaluna
1,Ninetales,Landorus,Breloom,Chien,Ceruledge,Talonflame,Flutter Mane,Tornadus,Chi,Ogerpon,Mienshao,Gothitelle
1,Iron Bundle,Weezing,Iron Hands,Urshifu,Flutter Mane,Ogerpon,Ninetales,Ogerpon,Flutter Mane,Iron Hands,Roaring Moon,Empoleon
2,Ogerpon,Sinistcha,Urshifu,Tornadus,Chien,Flutter Mane,Urshifu,Arcanine,Tornadus,Rillaboom,Flutter Mane,Ogerpon
2,Tornadus,Regidrago,Urshifu,Chien,Iron Hands,Ogerpon,Ogerpon,Iron Hands,Flutter Mane,Iron Bundle,Tyranitar,Sinistcha
1,Tornadus,Urshifu,Ogerpon,Rillaboom,Chien,Landorus,Tornadus,Chi,Flutter Mane,Iron Bundle,Iron Hands,Roaring Moon
1,Altaria,Arcanine,Volcarona,Iron Hands,Gastrodon,Ogerpon,Cresselia,Chi,Ogerpon,Landorus,Iron Hands,Flutter Mane
2,Heatran,Iron Hands,Landorus,Flutter Mane,Sinistcha,Urshifu,Ninetales,Kommo,Tornadus,Chien,Iron Hands,Flutter Mane
1,Heatran,Glimmora,Rillaboom,Chien,Ogerpon,Landorus,Chi,Flutter Mane,Tornadus,Ogerpon,Iron Hands,Landorus
2,Fezandipiti,Ogerpon,Tyranitar,Chi,Sinistcha,Ursaluna,Tornadus,Urshifu,Chien,Rillaboom,Ogerpon,Farigiraf
1,Dusknoir,Dipplin,Scizor,Magcargo,Gliscor,Ninetales,Rillaboom,Ursaluna,Iron Hands,Dusclops,Torkoal,Glastrier
1,Dusknoir,Dipplin,Scizor,Magcargo,Gliscor,Ninetales,Ogerpon,Urshifu,Flutter Mane,Iron Hands,Tornadus,Landorus
1,Indeedee,Flutter Mane,Iron Bundle,Gholdengo,Chi,Ogerpon,Landorus,Flutter Mane,Cresselia,Iron Hands,Ogerpon,Chien
1,Grimmsnarl,Ursaluna,Gyarados,Iron Hands,Ogerpon,Flutter Mane,Tornadus,Flutter Mane,Iron Hands,Arcanine,Landorus,Chien
1,Arcanine,Salamence,Spectrier,Ogerpon,Baxcalibur,Enamorus,Urshifu,Ogerpon,Iron Hands,Goodra,Flutter Mane,Landorus
2,Ursaluna,Cresselia,Iron Hands,Tornadus,Ogerpon,Gholdengo,Ogerpon,Politoed,Basculegion,Flutter Mane,Iron Hands,Moltres
1,Ogerpon,Cloyster,Tornadus,Chien,Dragapult,Rillaboom,Iron Bundle,Ninetales,Heatran,Baxcalibur,Ogerpon,Farigiraf
1,Politoed,Tornadus,Ogerpon,Urshifu,Chien,Iron Hands,Tornadus,Flutter Mane,Ogerpon,Ursaluna,Cresselia,Iron Hands
2,Ogerpon,Arcanine,Tornadus,Flutter Mane,Iron Hands,Chien,Iron Hands,Ogerpon,Landorus,Chien,Urshifu,Flutter Mane
2,Flutter Mane,Urshifu,Iron Hands,Roaring Moon,Heatran,Gholdengo,Oranguru,Arcanine,Sinistcha,Iron Hands,Ursaluna,Ting
1,Mamoswine,Iron Hands,Tornadus,Grimmsnarl,Flutter Mane,Heatran,Flutter Mane,Cyclizar,Gothitelle,Iron Hands,Gholdengo,Kommo
2,Iron Hands,Flutter Mane,Urshifu,Gholdengo,Rillaboom,Roaring Moon,Ninetales,Victreebel,Chi,Flutter Mane,Thundurus,Landorus
1,Oranguru,Arcanine,Sinistcha,Iron Hands,Ursaluna,Ting,Conkeldurr,Dragonite,Regieleki,Chien,Landorus,Flutter Mane
2,Roaring Moon,Urshifu,Chien,Arcanine,Amoonguss,Iron Hands,Torkoal,Ogerpon,Flutter Mane,Landorus,Lilligant,Hydreigon
1,Chi,Flutter Mane,Dachsbun,Landorus,Ninetales,Victreebel,Quaquaval,Gliscor,Politoed,Ogerpon,Overqwil,Iron Valiant
2,Scream Tail,Gothitelle,Ting,Amoonguss,Politoed,Arcanine,Ogerpon,Landorus,Ursaluna,Chi,Iron Hands,Dusclops
1,Mamoswine,Iron Hands,Tornadus,Grimmsnarl,Flutter Mane,Heatran,Grafaiai,Slaking,Cramorant,Clodsire,Froslass,Tauros
2,Ninetales,Baxcalibur,Iron Hands,Heatran,Ursaluna,Cresselia,Iron Hands,Ursaluna,Dusclops,Ogerpon,Torkoal,Staraptor
2,Indeedee,Gallade,Jumpluff,Flutter Mane,Torterra,Ogerpon,Indeedee,Armarouge,Sneasler,Urshifu,Tyranitar,Lycanroc
1,Dragapult,Farigiraf,Chien,Urshifu,Heatran,Rillaboom,Flutter Mane,Chien,Tornadus,Rillaboom,Urshifu,Arcanine
2,Ninetales,Baxcalibur,Iron Hands,Heatran,Ursaluna,Cresselia,Iron Hands,Ursaluna,Dusclops,Ogerpon,Torkoal,Staraptor
2,Muk,Clefairy,Flamigo,Landorus,Rillaboom,Iron Bundle,Mamoswine,Iron Hands,Tornadus,Grimmsnarl,Flutter Mane,Heatran
1,Roaring Moon,Gholdengo,Arcanine,Urshifu,Iron Hands,Sinistcha,Ursaluna,Cresselia,Arcanine,Flutter Mane,Ogerpon,Torkoal
1,Baxcalibur,Garganacl,Gholdengo,Meowscarada,Mimikyu,Tauros,Amoonguss,Torkoal,Lilligant,Oranguru,Hariyama,Sylveon
2,Furret,Arcanine,Kommo,Iron Bundle,Rillaboom,Okidogi,Oranguru,Arcanine,Sinistcha,Iron Hands,Ursaluna,Ting
1,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands,Arcanine,Urshifu,Sinistcha,Okidogi,Iron Hands,Flutter Mane
1,Oranguru,Arcanine,Sinistcha,Iron Hands,Ursaluna,Ting,Crawdaunt,Oranguru,Indeedee,Ursaluna,Grimmsnarl,Arcanine
1,Rillaboom,Urshifu,Typhlosion,Tornadus,Garchomp,Scream Tail,Urshifu,Landorus,Arcanine,Flutter Mane,Chien,Rillaboom
2,Iron Hands,Chien,Landorus,Flutter Mane,Rillaboom,Tornadus,Indeedee,Armarouge,Gallade,Torkoal,Kingambit,Lilligant
1,Bisharp,Mamoswine,Ariados,Kilowattrel,Florges,Ogerpon,Baxcalibur,Ninetales,Ogerpon,Iron Hands,Rillaboom,Kommo
2,Arcanine,Okidogi,Maushold,Ogerpon,Grimmsnarl,Amoonguss,Regieleki,Flutter Mane,Ceruledge,Farigiraf,Oricorio,Ursaluna
2,Amoonguss,Torkoal,Lilligant,Oranguru,Hariyama,Sylveon,Baxcalibur,Garganacl,Gholdengo,Meowscarada,Mimikyu,Tauros
1,Bisharp,Mamoswine,Ariados,Kilowattrel,Florges,Ogerpon,Gholdengo,Murkrow,Garchomp,Arcanine,Maushold,Enamorus
2,Annihilape,Tornadus,Arcanine,Chien,Landorus,Urshifu,Arcanine,Maushold,Clefable,Dusknoir,Hypno,Alomomola
1,Iron Hands,Urshifu,Tornadus,Moltres,Flutter Mane,Iron Bundle,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye
2,Sinistcha,Ogerpon,Snorlax,Iron Hands,Dusclops,Chi,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands
1,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye,Wyrdeer,Articuno,Pelipper,Basculegion,Iron Hands,Kingambit
1,Ogerpon,Landorus,Ursaluna,Chi,Iron Hands,Dusclops,Iron Hands,Lilligant,Torkoal,Great Tusk,Dragonite,Flutter Mane
2,Persian,Houndoom,Squawkabilly,Lycanroc,Arcanine,Dachsbun,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands
1,Ninetales,Baxcalibur,Flutter Mane,Rillaboom,Arcanine,Roaring Moon,Tornadus,Glimmora,Flutter Mane,Chien,Ogerpon,Urshifu
1,Landorus,Ogerpon,Flutter Mane,Chien,Iron Hands,Dragonite,Chien,Dragonite,Heatran,Rillaboom,Farigiraf,Urshifu
2,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye,Chi,Tornadus,Clefairy,Landorus,Ogerpon,Chien
1,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia,Clefairy,Flutter Mane,Coalossal,Palafin,Kommo,Ogerpon
2,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye,Snorlax,Landorus,Annihilape,Sinistcha,Chien,Grimmsnarl
2,Indeedee,Garchomp,Grimmsnarl,Armarouge,Hydreigon,Garganacl,Amoonguss,Torkoal,Lilligant,Oranguru,Hariyama,Sylveon
2,Garchomp,Gyarados,Flutter Mane,Kingambit,Infernape,Ogerpon,Articuno,Ninetales,Ambipom,Flamigo,Dudunsparce,Zoroark
2,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia,Milotic,Gholdengo,Sableye,Arcanine,Iron Hands,Baxcalibur
1,Garganacl,Slowking,Snorlax,Cresselia,Ursaluna,Vikavolt,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye
1,Meowscarada,Tornadus,Arcanine,Gholdengo,Iron Hands,Iron Bundle,Urshifu,Arcanine,Tornadus,Rillaboom,Chi,Flutter Mane
1,Meowscarada,Tornadus,Arcanine,Gholdengo,Iron Hands,Iron Bundle,Urshifu,Arcanine,Tornadus,Rillaboom,Chi,Flutter Mane
2,Muk,Ogerpon,Kingambit,Grimmsnarl,Pawmot,Fezandipiti,Rillaboom,Urshifu,Typhlosion,Tornadus,Garchomp,Scream Tail
2,Ninetales,Chien,Heatran,Urshifu,Slither Wing,Uxie,Infernape,Dedenne,Ampharos,Iron Jugulis,Iron Valiant,Azumarill
2,Indeedee,Garchomp,Grimmsnarl,Armarouge,Hydreigon,Garganacl,Amoonguss,Torkoal,Lilligant,Oranguru,Hariyama,Sylveon
1,Armarouge,Landorus,Indeedee,Kommo,Sinistcha,Iron Hands,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye
1,Clefairy,Roaring Moon,Flutter Mane,Heatran,Ogerpon,Urshifu,Cresselia,Iron Hands,Torkoal,Lilligant,Heatran,Landorus
1,Ninetales,Baxcalibur,Infernape,Landorus,Sinistcha,Thundurus,Slowbro,Volbeat,Sinistcha,Flutter Mane,Arcanine,Iron Hands
2,Zapdos,Garchomp,Gyarados,Roaring Moon,Flutter Mane,Chi,Tornadus,Heatran,Flutter Mane,Landorus,Ogerpon,Chien
1,Salamence,Heatran,Urshifu,Rillaboom,Farigiraf,Chien,Breloom,Armarouge,Ursaluna,Indeedee,Torkoal,Regieleki
2,Garchomp,Fezandipiti,Orthworm,Iron Bundle,Maushold,Cresselia,Spinarak,Farigiraf,Gallade,Mimikyu,Arcanine,Gholdengo
1,Flutter Mane,Chien,Tornadus,Rillaboom,Urshifu,Arcanine,Urshifu,Thundurus,Flutter Mane,Tornadus,Gallade,Farigiraf
2,Regieleki,Politoed,Overqwil,Rillaboom,Gholdengo,Iron Bundle,Oricorio,Kommo,Flamigo,Clefairy,Sinistcha,Iron Hands
1,Heatran,Iron Bundle,Rillaboom,Gothitelle,Urshifu,Landorus,Kingambit,Cresselia,Ursaluna,Ogerpon,Iron Hands,Sinistcha
1,Ogerpon,Tyranitar,Landorus,Amoonguss,Flutter Mane,Heatran,Tornadus,Flutter Mane,Rillaboom,Ogerpon,Chien,Dragonite
1,Heatran,Iron Bundle,Indeedee,Flutter Mane,Landorus,Urshifu,Tornadus,Sinistcha,Arcanine,Urshifu,Baxcalibur,Ninetales
1,Sinistcha,Iron Hands,Goodra,Landorus,Ninetales,Ogerpon,Ninetales,Iron Bundle,Glastrier,Cresselia,Chi,Flutter Mane
2,Tornadus,Flutter Mane,Chi,Sinistcha,Iron Hands,Ogerpon,Grimmsnarl,Umbreon,Salamence,Rillaboom,Fezandipiti,Sinistcha
1,Arcanine,Sylveon,Zapdos,Urshifu,Rillaboom,Gastrodon,Mimikyu,Pelipper,Rillaboom,Gholdengo,Urshifu,Roaring Moon
1,Kommo,Dondozo,Tatsugiri,Arcanine,Chien,Flutter Mane,Urshifu,Torkoal,Ursaluna,Maushold,Bruxish,Oranguru
1,Clefable,Quaquaval,Munkidori,Brute Bonnet,Tornadus,Gholdengo,Ninetales,Baxcalibur,Tornadus,Iron Hands,Heatran,Urshifu
2,Arcanine,Amoonguss,Roaring Moon,Iron Hands,Flutter Mane,Milotic,Iron Hands,Ogerpon,Oranguru,Roaring Moon,Ursaluna,Enamorus
1,Kingambit,Iron Hands,Landorus,Sinistcha,Heatran,Flutter Mane,Enamorus,Thundurus,Flutter Mane,Chi,Chien,Arcanine
1,Flutter Mane,Chi,Maushold,Dipplin,Ninetales,Baxcalibur,Weezing,Roaring Moon,Iron Hands,Milotic,Rillaboom,Landorus
2,Sableye,Politoed,Sylveon,Clefairy,Goodra,Palafin,Farigiraf,Chien,Rillaboom,Ursaluna,Gyarados,Ogerpon
1,Ninetales,Iron Bundle,Urshifu,Ogerpon,Ursaluna,Cresselia,Okidogi,Ogerpon,Grimmsnarl,Gholdengo,Sinistcha,Landorus
1,Tornadus,Iron Bundle,Flutter Mane,Chi,Ogerpon,Urshifu,Flutter Mane,Iron Hands,Ogerpon,Sinistcha,Ursaluna,Landorus
2,Ninetales,Roaring Moon,Flutter Mane,Iron Hands,Milotic,Landorus,Tornadus,Brambleghast,Chi,Ursaluna,Sneasler,Sinistcha
1,Thundurus,Pelipper,Basculegion,Urshifu,Ogerpon,Iron Hands,Kingambit,Landorus,Ogerpon,Iron Hands,Chi,Flutter Mane
1,Urshifu,Dragonite,Flutter Mane,Chien,Landorus,Typhlosion,Tornadus,Landorus,Amoonguss,Heatran,Flutter Mane,Urshifu
1,Ninetales,Iron Bundle,Iron Hands,Ogerpon,Kingambit,Landorus,Landorus,Sinistcha,Iron Hands,Cresselia,Moltres,Ogerpon
2,Tornadus,Regidrago,Urshifu,Chien,Iron Hands,Flutter Mane,Ogerpon,Chi,Iron Hands,Landorus,Kingambit,Flutter Mane
2,Ogerpon,Arcanine,Chien,Landorus,Flutter Mane,Tornadus,Ogerpon,Tyranitar,Armarouge,Indeedee,Landorus,Sinistcha
1,Okidogi,Ninetales,Cetitan,Clefairy,Tornadus,Ursaluna,Kingambit,Iron Hands,Flutter Mane,Amoonguss,Arcanine,Ogerpon
1,Flutter Mane,Urshifu,Tornadus,Ogerpon,Arcanine,Chien,Gengar,Rillaboom,Moltres,Dipplin,Arcanine,Urshifu
2,Urshifu,Farigiraf,Iron Hands,Gholdengo,Ogerpon,Iron Bundle,Flutter Mane,Iron Hands,Baxcalibur,Ogerpon,Thundurus,Chi
1,Empoleon,Landorus,Rillaboom,Ogerpon,Tornadus,Spectrier,Urshifu,Tornadus,Ogerpon,Rillaboom,Chien,Landorus
2,Ogerpon,Iron Hands,Sylveon,Cresselia,Landorus,Volcarona,Dondozo,Dragonite,Tatsugiri,Chi,Flutter Mane,Chien
1,Iron Hands,Landorus,Moltres,Grimmsnarl,Sinistcha,Ogerpon,Ninetales,Kommo,Arcanine,Sinistcha,Iron Hands,Landorus
1,Ninetales,Moltres,Iron Bundle,Amoonguss,Arcanine,Iron Hands,Ogerpon,Urshifu,Gholdengo,Landorus,Chien,Tornadus
1,Arcanine,Chien,Rillaboom,Urshifu,Flutter Mane,Landorus,Ludicolo,Tornadus,Arcanine,Urshifu,Flutter Mane,Kommo
2,Roaring Moon,Weezing,Flutter Mane,Iron Hands,Landorus,Ogerpon,Annihilape,Maushold,Ninetales,Rillaboom,Ogerpon,Landorus
2,Landorus,Ogerpon,Rillaboom,Chien,Tornadus,Farigiraf,Iron Hands,Amoonguss,Gyarados,Chi,Flutter Mane,Chien
2,Tyranitar,Lycanroc,Arcanine,Milotic,Rillaboom,Flutter Mane,Flutter Mane,Iron Hands,Ogerpon,Tornadus,Dondozo,Tatsugiri
1,Ogerpon,Heatran,Indeedee,Flutter Mane,Landorus,Urshifu,Chien,Arcanine,Tornadus,Ogerpon,Urshifu,Iron Hands
1,Dragapult,Chien,Arcanine,Ogerpon,Milotic,Tornadus,Ursaluna,Oranguru,Ogerpon,Farigiraf,Iron Hands,Torkoal
2,Rillaboom,Urshifu,Chien,Flutter Mane,Ogerpon,Dragonite,Tornadus,Sinistcha,Basculegion,Iron Hands,Arcanine,Ninetales
1,Weezing,Roaring Moon,Iron Hands,Arcanine,Ogerpon,Enamorus,Kingambit,Tsareena,Chi,Cresselia,Ursaluna,Gastrodon
1,Ogerpon,Chien,Flutter Mane,Tornadus,Iron Hands,Landorus,Ogerpon,Farigiraf,Flutter Mane,Urshifu,Tornadus,Landorus
1,Oranguru,Ursaluna,Vikavolt,Iron Hands,Indeedee,Armarouge,Oranguru,Maushold,Enamorus,Urshifu,Bruxish,Ursaluna
1,Dusclops,Conkeldurr,Sinistcha,Empoleon,Urshifu,Arcanine,Ogerpon,Urshifu,Heatran,Thundurus,Farigiraf,Chien
2,Roaring Moon,Gholdengo,Urshifu,Rillaboom,Landorus,Kingambit,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye
1,Rillaboom,Urshifu,Typhlosion,Tornadus,Garchomp,Scream Tail,Cloyster,Articuno,Zapdos,Arcanine,Clefairy,Weezing
1,Annihilape,Ursaluna,Farigiraf,Brute Bonnet,Spiritomb,Maushold,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia
1,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands,Basculegion,Politoed,Pachirisu,Rillaboom,Arcanine,Gholdengo
1,Indeedee,Garchomp,Grimmsnarl,Armarouge,Hydreigon,Garganacl,Amoonguss,Torkoal,Lilligant,Oranguru,Hariyama,Sylveon
2,Clefairy,Landorus,Iron Hands,Sinistcha,Snorlax,Kommo,Ting,Kingambit,Arcanine,Iron Valiant,Tornadus,Ursaluna
2,Moltres,Sinistcha,Ninetales,Landorus,Iron Hands,Heatran,Infernape,Dedenne,Ampharos,Iron Jugulis,Iron Valiant,Azumarill
2,Ogerpon,Tornadus,Urshifu,Munkidori,Landorus,Kingambit,Noctowl,Sandy Shocks,Espeon,Indeedee,Iron Hands,Decidueye
2,Dragonite,Chien,Empoleon,Landorus,Iron Hands,Ogerpon,Flutter Mane,Glimmora,Iron Hands,Dondozo,Tatsugiri,Chi
1,Iron Hands,Chien,Landorus,Flutter Mane,Rillaboom,Tornadus,Sinistcha,Tornadus,Arcanine,Ogerpon,Urshifu,Gholdengo
2,Okidogi,Ninetales,Chi,Zapdos,Landorus,Cresselia,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands
1,Ursaluna,Torkoal,Dusclops,Farigiraf,Brute Bonnet,Enamorus,Rotom,Iron Hands,Landorus,Urshifu,Flutter Mane,Goodra
1,Chi,Iron Hands,Landorus,Dusclops,Ogerpon,Ursaluna,Iron Moth,Glimmora,Ninetales,Urshifu,Landorus,Sinistcha
1,Indeedee,Slowpoke,Hatterene,Mimikyu,Ursaluna,Iron Hands,Roaring Moon,Thundurus,Haxorus,Chien,Flutter Mane,Arcanine
2,Volcarona,Urshifu,Ogerpon,Iron Hands,Tornadus,Arcanine,Slowbro,Volbeat,Sinistcha,Flutter Mane,Arcanine,Iron Hands
2,Sylveon,Dusclops,Arcanine,Great Tusk,Farigiraf,Falinks,Cresselia,Skeledirge,Ursaluna,Iron Hands,Chien,Amoonguss
1,Ursaluna,Dusclops,Arcanine,Iron Hands,Ogerpon,Chi,Urshifu,Farigiraf,Clefairy,Ogerpon,Ursaluna,Okidogi
2,Iron Moth,Glimmora,Ninetales,Urshifu,Landorus,Sinistcha,Infernape,Rillaboom,Munkidori,Annihilape,Oranguru,Scizor
1,Arcanine,Flutter Mane,Iron Hands,Tornadus,Gholdengo,Rillaboom,Iron Hands,Flutter Mane,Ogerpon,Weezing,Landorus,Roaring Moon
1,Sinistcha,Snorlax,Clefairy,Iron Hands,Kommo,Gyarados,Flutter Mane,Roaring Moon,Gholdengo,Rillaboom,Arcanine,Ogerpon
1,Flutter Mane,Glimmora,Iron Hands,Dondozo,Tatsugiri,Chi,Mamoswine,Regieleki,Urshifu,Iron Hands,Roaring Moon,Flutter Mane
2,Sinistcha,Empoleon,Torkoal,Ursaluna,Indeedee,Armarouge,Greninja,Ninetales,Torkoal,Tyranitar,Pelipper,Wyrdeer
1,Rillaboom,Urshifu,Typhlosion,Tornadus,Garchomp,Scream Tail,Annihilape,Arcanine,Urshifu,Ting,Heatran,Sinistcha
1,Pawmot,Pincurchin,Iron Hands,Ninetales,Iron Bundle,Sneasler,Flutter Mane,Arcanine,Rillaboom,Milotic,Iron Hands,Cresselia
1,Amoonguss,Iron Hands,Flutter Mane,Landorus,Chien,Heatran,Landorus,Armarouge,Thundurus,Hatterene,Gholdengo,Iron Hands
1,Ninetales,Roaring Moon,Gholdengo,Heatran,Iron Hands,Ogerpon,Wo,Gothitelle,Heatran,Landorus,Urshifu,Sinistcha
1,Ogerpon,Arcanine,Urshifu,Roaring Moon,Gholdengo,Flutter Mane,Arcanine,Roaring Moon,Iron Hands,Iron Bundle,Ogerpon,Gholdengo
1,Ogerpon,Arcanine,Urshifu,Roaring Moon,Gholdengo,Flutter Mane,Arcanine,Roaring Moon,Iron Hands,Iron Bundle,Ogerpon,Gholdengo
2,Rillaboom,Urshifu,Typhlosion,Tornadus,Garchomp,Scream Tail,Flutter Mane,Iron Hands,Tornadus,Amoonguss,Urshifu,Ogerpon
2,Empoleon,Meowscarada,Typhlosion,Flutter Mane,Iron Moth,Charjabug,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands
1,Salamence,Roaring Moon,Heatran,Flutter Mane,Sinistcha,Urshifu,Cresselia,Torkoal,Iron Hands,Chien,Gastrodon,Sinistcha
2,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands,Flutter Mane,Heatran,Amoonguss,Landorus,Urshifu,Tornadus
1,Sandslash,Ninetales,Chandelure,Slowking,Kommo,Grimmsnarl,Annihilape,Maushold,Dondozo,Tatsugiri,Pelipper,Palafin
1,Chi,Tornadus,Clefairy,Landorus,Ogerpon,Chien,Sinistcha,Moltres,Grimmsnarl,Arcanine,Milotic,Munkidori
1,Eiscue,Garganacl,Meowscarada,Abomasnow,Cetitan,Rotom,Ogerpon,Flutter Mane,Great Tusk,Ninetales,Chi,Volbeat
1,Scream Tail,Gothitelle,Ursaluna,Sinistcha,Landorus,Kommo,Gholdengo,Flutter Mane,Chien,Iron Hands,Amoonguss,Tornadus
2,Slaking,Landorus,Grafaiai,Sinistcha,Kommo,Urshifu,Perrserker,Scizor,Dragonite,Chien,Chi,Flutter Mane
1,Landorus,Ogerpon,Tornadus,Urshifu,Heatran,Flutter Mane,Ogerpon,Tornadus,Urshifu,Chien,Sinistcha,Ursaluna
1,Sandslash,Ninetales,Chandelure,Slowking,Kommo,Grimmsnarl,Annihilape,Maushold,Dondozo,Tatsugiri,Pelipper,Palafin
1,Sinistcha,Chi,Pelipper,Floatzel,Jolteon,Iron Hands,Snorlax,Sinistcha,Clefairy,Iron Hands,Landorus,Kommo
2,Sandslash,Ninetales,Chandelure,Slowking,Kommo,Grimmsnarl,Annihilape,Maushold,Dondozo,Tatsugiri,Pelipper,Palafin
1,Salamence,Iron Hands,Amoonguss,Gholdengo,Iron Bundle,Pelipper,Iron Hands,Cresselia,Kingambit,Arcanine,Sinistcha,Chien
2,Basculegion,Tornadus,Cresselia,Iron Hands,Kommo,Ursaluna,Volcarona,Rabsca,Scizor,Frosmoth,Vivillon,Kleavor
2,Gholdengo,Urshifu,Tornadus,Amoonguss,Iron Hands,Arcanine,Urshifu,Arcanine,Tornadus,Rillaboom,Chi,Flutter Mane
2,Chien,Dragonite,Urshifu,Rillaboom,Heatran,Farigiraf,Ogerpon,Flutter Mane,Urshifu,Rillaboom,Roaring Moon,Weezing
2,Tauros,Ogerpon,Farigiraf,Tornadus,Flutter Mane,Chi,Gholdengo,Arcanine,Urshifu,Rillaboom,Roaring Moon,Cresselia
2,Ninetales,Glimmora,Dragonite,Chien,Dondozo,Tatsugiri,Indeedee,Armarouge,Annihilape,Greninja,Sneasler,Tornadus
